I
1200 Generated by WorldEditor 2.5.0b3

1    183 0 0 EDDV Hannover
1302 city Hannover
1302 country DEU
1302 datum_lat 52.460213889
1302 datum_lon 9.683522222
1302 gui_label 2D
1302 iata_code HAJ
1302 icao_code EDDV
1302 region_code ED
1302 state Lower Saxony
1302 transition_alt 5000
1302 flatten 1
100 45.11 2 0 0.25 1 3 0 09R  52.45498634  009.67674490 0 0 3 1 0 0 27L  52.45403215  009.71116574 0 0 3 1 0 0
100 22.86 1 0 0.25 0 0 0 09C  52.46482763  009.68374871 61 0 1 0 0 0 27C  52.46450994  009.69520388 171 0 1 0 0 0
100 47.00 2 0 0.25 1 3 0 09L  52.46837105  009.64828385 300 0 3 2 1 0 27R  52.46682522  009.70416613 300 0 3 2 1 0
102 H1  52.46311225  009.68295110 232.4 11.90 12.50 15 0 0 0.00 0
102 H2  52.46285312  009.68326964 232.1 13.00 12.50 15 0 0 0.00 0
102 H69  52.46286336  009.69150336 338.9 17.00 16.60 15 0 0 0.25 1
102 H70  52.46276517  009.69109289 338.8 16.80 16.60 15 0 0 0.25 1
102 H71  52.46267501  009.69070798 338.8 12.20 12.20 15 0 0 0.25 1
110 2 0.00 0.0 New Taxiway 8
111  52.46332864  009.69473203
111  52.46339822  009.69506876
111  52.46367391  009.69488681
113  52.46360775  009.69458423
110 1 0.00 0.0 New Taxiway 5
111  52.46441043  009.69606531
112  52.46439304  009.69612592  52.46437565  009.69618653
111  52.46434708  009.69622476
111  52.46371089  009.69708841
112  52.46364428  009.69715519  52.46360783  009.69716819
111  52.46355155  009.69711566
111  52.46358255  009.69725421
111  52.46360818  009.69732879
111  52.46369650  009.69722362
111  52.46401412  009.69725897
111  52.46400549  009.69715607
111  52.46399211  009.69687759
112  52.46405202  009.69679410  52.46412354  009.69676368
111  52.46417118  009.69683858
111  52.46421829  009.69710850
111  52.46429022  009.69709707
111  52.46417910  009.69661230
111  52.46440096  009.69630279
112  52.46443582  009.69628529  52.46444833  009.69628637
113  52.46446453  009.69629778
110 1 0.00 0.0 New Taxiway 6
111  52.46467133  009.69914825
112  52.46464960  009.69924000  52.46463257  009.69927870
111  52.46461201  009.69929304
111  52.46415331  009.69939026
111  52.46417505  009.70002505
111  52.46426945  009.70002322
111  52.46435532  009.70001100
111  52.46449152  009.69998326
112  52.46457428  009.70000360  52.46459000  009.70002295
111  52.46460267  009.70007333
111  52.46471029  009.70002081
112  52.46465733  009.69986679  52.46465733  009.69983240
112  52.46470049  009.69972931  52.46473567  009.69969002
111  52.46479827  009.69964967
111  52.46505026  009.69961601
111  52.46514553  009.69960835
112  52.46520922  009.69964128  52.46522640  009.69965128
111  52.46525462  009.69970116
111  52.46515374  009.69918255
112  52.46512147  009.69939837  52.46508349  009.69949295
111  52.46504158  009.69949510
111  52.46469904  009.69953669
111  52.46464087  009.69952084
111  52.46463689  009.69938762
112  52.46470547  009.69927657  52.46473297  009.69922283
113  52.46473373  009.69913995
112  52.46458441  009.69963079  52.46459394  009.69973827
111  52.46454512  009.69980275
111  52.46439987  009.69982034
112  52.46436177  009.69968160  52.46435582  009.69959366
111  52.46439153  009.69953894
113  52.46453441  009.69951158
110 2 0.25 92.1 Terminal Apron
111  52.45736086  009.68274490
111  52.45704626  009.68364341
111  52.45688668  009.68952579
111  52.45763003  009.68958406
111  52.45761147  009.69030689
111  52.45683990  009.69127257
111  52.45681282  009.69175376
111  52.45665452  009.69694730
111  52.45657210  009.69987173
111  52.45642661  009.70536007
111  52.45633544  009.70828361
111  52.45625192  009.71162705
111  52.45676445  009.71215340
111  52.45732863  009.71078915
111  52.45696687  009.71040129
112  52.45696687  009.71040129  52.45685716  009.71028580
112  52.45693455  009.71005429  52.45698759  009.70990273
111  52.45693455  009.71005429
111  52.45746598  009.70876697
111  52.45712841  009.70841634
111  52.45713275  009.70837138
111  52.45668133  009.70789541
112  52.45668133  009.70789541  52.45640150  009.70758782
112  52.45701433  009.70716438  52.45746070  009.70776465
111  52.45701433  009.70716438
111  52.45754907  009.70572468
111  52.45748816  009.70562221
112  52.45748816  009.70562221  52.45751069  009.70555238
111  52.45748633  009.70494952
111  52.45823542  009.70367472
111  52.45863176  009.70327992
112  52.45877184  009.70259040  52.45879763  009.70231735
111  52.45877184  009.70259040
111  52.45878274  009.70222962
111  52.45890176  009.70212159
111  52.45892191  009.70147579
111  52.45873413  009.70147010
111  52.45781021  009.70048360
111  52.45781666  009.70004190
111  52.45840879  009.69960187
111  52.45848742  009.69738271
111  52.45791047  009.69680524
112  52.45791047  009.69680524  52.45775297  009.69663702
112  52.45794584  009.69632768  52.45809335  009.69619229
111  52.45794584  009.69632768
111  52.45853253  009.69591636
111  52.45890492  009.69478315
111  52.45881091  009.69363099
112  52.45881091  009.69363099  52.45882238  009.69349221
112  52.45897730  009.69346117  52.45904113  009.69347276
111  52.45897730  009.69346117
111  52.45988602  009.69421434
111  52.46052621  009.69349491
111  52.46033341  009.69286643
111  52.46057267  009.69249815
111  52.46034311  009.69200377
111  52.46044710  009.69140067
111  52.46109949  009.69087787
111  52.46094413  009.69012122
112  52.46094413  009.69012122  52.46092553  009.69003306
111  52.46094637  009.69001753
111  52.46083163  009.68967964
112  52.46083163  009.68967964  52.46069274  009.68970637
112  52.46068586  009.68899883  52.46078866  009.68876629
111  52.46068586  009.68899883
111  52.46063048  009.68876147
112  52.46063048  009.68876147  52.46036458  009.68883571
111  52.46026662  009.68852211
111  52.46007171  009.68795634
111  52.45933639  009.68640885
111  52.45914352  009.68664455
112  52.45914352  009.68664455  52.45904719  009.68676666
112  52.45897815  009.68645244  52.45897982  009.68631309
111  52.45897815  009.68645244
111  52.45891571  009.68644862
113  52.45902265  009.68286985
110 2 0.25 91.9 Twy A
111  52.45510314  009.67818690
112  52.45510314  009.67818690  52.45513947  009.67793893
112  52.45561064  009.67722541  52.45595648  009.67711125
111  52.45561064  009.67722541
111  52.45586014  009.67719182
112  52.45586014  009.67719182  52.45615526  009.67732433
112  52.45649430  009.67830199  52.45662528  009.67914634
111  52.45649430  009.67830199
111  52.45639827  009.68146359
111  52.45632722  009.68412443
111  52.45616843  009.69017732
111  52.45609374  009.69267726
111  52.45574579  009.70525232
111  52.45566110  009.70827534
111  52.45563825  009.70934854
112  52.45563825  009.70934854  52.45562488  009.71053366
112  52.45484693  009.71087795  52.45450820  009.71087167
112  52.45425230  009.70986867  52.45424960  009.70932162
111  52.45425230  009.70986867
111  52.45421370  009.71116576
112  52.45488485  009.71120086  52.45525635  009.71121304
112  52.45580563  009.70973758  52.45582947  009.70873049
111  52.45584407  009.70838813
111  52.45591920  009.70571811
111  52.45608138  009.69999729
111  52.45617468  009.69665500
111  52.45628157  009.69289379
111  52.45636612  009.68985460
111  52.45652860  009.68413598
111  52.45660558  009.68110082
111  52.45667697  009.67835614
112  52.45667697  009.67835614  52.45665044  009.67730431
112  52.45589412  009.67689389  52.45568362  009.67687769
111  52.45589412  009.67689389
111  52.45523230  009.67682107
113  52.45513527  009.67679891
110 2 0.25 0.0 Twy D
111  52.45656370  009.68379252
112  52.45656370  009.68379252  52.45658592  009.68333717
112  52.45680995  009.68320984  52.45693309  009.68321354
